,date,hour,PM10,PM2.5,ozone,temperature,precipitation,windspeed,humidity,visibility,count,month,temp
0,2021-04-01,1,최상,상,0.002,13.1,0,1.4,49,2000,46,4,봄
1,2021-04-01,2,최상,상,0.003,12.4,0,2.1,53,2000,40,4,봄
2,2021-04-01,3,상,중,0.023,13.1,0,3.4,43,2000,31,4,봄
3,2021-04-01,4,중,중,0.028,13.0,0,3.1,44,2000,12,4,봄
4,2021-04-01,5,중,중,0.008,13.0,0,2.9,44,2000,30,4,봄
5,2021-04-01,6,상,중,0.009,12.6,0,3.0,45,2000,77,4,봄
6,2021-04-01,7,상,하,0.018,12.0,0,3.5,46,2000,171,4,봄
7,2021-04-01,8,상,하,0.027,14.0,0,3.5,43,2000,330,4,봄
8,2021-04-01,9,상,하,0.032,16.2,0,4.3,38,2000,218,4,봄
9,2021-04-01,10,상,하,0.033,18.2,0,3.7,31,2000,175,4,봄
10,2021-04-01,11,상,하,0.038,20.2,0,2.9,25,2000,247,4,봄
11,2021-04-01,12,상,하,0.042,21.7,0,3.2,21,2000,269,4,봄
12,2021-04-01,13,상,하,0.044,22.6,0,3.5,20,2000,289,4,봄
13,2021-04-01,14,최상,하,0.044,23.6,0,3.2,20,2000,265,4,봄
14,2021-04-01,15,상,하,0.045,23.2,0,3.6,19,2000,342,4,봄
15,2021-04-01,16,최상,하,0.045,23.5,0,3.0,20,2000,369,4,봄
16,2021-04-01,17,최상,중,0.043,23.0,0,3.6,22,2000,564,4,봄
17,2021-04-01,18,최상,상,0.039,22.3,0,2.4,24,2000,820,4,봄
18,2021-04-01,19,최상,중,0.037,20.6,0,4.6,25,2000,526,4,봄
19,2021-04-01,20,상,중,0.036,19.2,0,3.4,27,2000,435,4,봄
20,2021-04-01,21,최상,중,0.034,18.1,0,3.7,33,2000,396,4,봄
21,2021-04-01,22,최상,중,0.037,16.5,0,6.5,38,2000,307,4,봄
22,2021-04-01,23,최상,중,0.038,15.4,0,5.7,40,2000,157,4,봄
23,2021-04-02,0,최상,하,0.039,14.6,0,5.1,41,2000,85,4,봄
24,2021-04-02,1,최상,하,0.04,14.2,0,4.8,39,2000,48,4,봄
25,2021-04-02,2,최상,중,0.04,13.7,0,4.3,39,2000,17,4,봄
26,2021-04-02,3,최상,하,0.039,12.9,0,4.8,43,2000,20,4,봄
27,2021-04-02,4,최상,하,0.039,12.6,0,5.0,45,2000,12,4,봄
28,2021-04-02,5,최상,하,0.037,12.8,0,3.7,45,2000,24,4,봄
29,2021-04-02,6,최상,하,0.034,12.7,0,3.6,45,2000,72,4,봄
30,2021-04-02,7,상,하,0.032,12.9,0,4.0,44,2000,169,4,봄
31,2021-04-02,8,상,하,0.032,13.6,0,4.1,42,2000,336,4,봄
32,2021-04-02,9,상,하,0.035,15.4,0,4.9,38,2000,207,4,봄
33,2021-04-02,10,상,하,0.036,17.4,0,3.9,34,2000,211,4,봄
34,2021-04-02,11,상,하,0.037,18.9,0,3.9,29,2000,233,4,봄
35,2021-04-02,12,상,하,0.039,20.7,0,3.9,26,2000,289,4,봄
36,2021-04-02,13,상,하,0.041,21.6,0,2.8,26,2000,286,4,봄
37,2021-04-02,14,상,하,0.042,22.0,0,2.1,26,2000,314,4,봄
38,2021-04-02,15,상,중,0.042,22.9,0,1.6,26,2000,360,4,봄
39,2021-04-02,16,상,중,0.036,22.3,0,0.9,27,2000,392,4,봄
40,2021-04-02,17,최상,중,0.025,21.7,0,1.9,29,2000,507,4,봄
41,2021-04-02,18,최상,상,0.01,21.0,0,1.8,30,2000,582,4,봄
42,2021-04-02,19,최상,상,0.008,19.9,0,2.3,34,2000,411,4,봄
43,2021-04-02,20,최상,최상,0.015,19.4,0,2.9,35,2000,331,4,봄
44,2021-04-02,21,최상,상,0.009,19.0,0,0.8,36,2000,366,4,봄
45,2021-04-02,22,최상,최상,0.002,18.8,0,2.5,38,2000,344,4,봄
46,2021-04-02,23,최상,상,0.002,18.4,0,2.4,40,2000,183,4,봄
47,2021-04-03,0,최상,상,0.006,18.0,0,2.4,41,2000,126,4,봄
48,2021-04-03,1,최상,상,0.022,17.7,0,1.8,45,2000,62,4,봄
49,2021-04-03,2,최상,상,0.019,17.6,0,2.5,49,2000,58,4,봄
50,2021-04-03,3,최상,상,0.023,17.7,0,2.4,51,2000,38,4,봄
51,2021-04-03,4,최상,상,0.03,17.6,0,2.4,54,2000,18,4,봄
52,2021-04-03,5,최상,상,0.026,17.6,0,2.5,57,2000,12,4,봄
53,2021-04-03,6,최상,상,0.027,17.4,0,3.4,59,2000,25,4,봄
54,2021-04-03,7,최상,상,0.026,17.3,0,3.2,60,2000,43,4,봄
55,2021-04-03,8,최상,상,0.022,17.3,0,2.6,60,2000,62,4,봄
56,2021-04-03,9,최상,상,0.026,17.5,0,1.4,62,2000,45,4,봄
57,2021-04-03,10,최상,상,0.026,16.8,1,1.9,79,521,5,4,봄
58,2021-04-03,11,최상,중,0.018,15.8,1,2.2,89,206,1,4,봄
59,2021-04-03,12,상,중,0.021,14.9,1,2.9,94,165,2,4,봄
60,2021-04-03,13,하,하,0.021,14.8,1,2.1,94,386,2,4,봄
61,2021-04-03,14,하,하,0.017,14.5,1,3.7,96,285,3,4,봄
62,2021-04-03,15,최하,하,0.015,14.4,1,3.3,96,327,2,4,봄
63,2021-04-03,16,최하,하,0.015,14.4,1,3.9,98,274,3,4,봄
64,2021-04-03,17,최하,최하,0.017,14.3,1,3.3,98,240,8,4,봄
65,2021-04-03,18,최하,하,0.015,14.2,1,2.9,98,360,2,4,봄
66,2021-04-03,19,최하,최하,0.019,14.0,1,3.3,97,1769,6,4,봄
67,2021-04-03,20,최하,최하,0.022,13.5,1,5.0,95,501,11,4,봄
68,2021-04-03,21,최하,최하,0.028,12.5,0,5.4,94,661,2,4,봄
69,2021-04-03,22,최하,최하,0.031,11.7,1,5.1,95,495,8,4,봄
70,2021-04-03,23,최하,최하,0.036,11.4,1,3.7,94,2000,15,4,봄
71,2021-04-04,0,최하,최하,0.037,10.9,0,3.9,92,1482,16,4,봄
72,2021-04-04,1,최하,최하,0.038,10.5,1,3.9,96,877,11,4,봄
73,2021-04-04,2,최하,최하,0.038,10.3,0,4.4,94,1988,12,4,봄
74,2021-04-04,3,최하,최하,0.037,10.4,0,3.9,91,2000,18,4,봄
75,2021-04-04,4,최하,최하,0.037,10.2,0,3.3,92,1799,6,4,봄
76,2021-04-04,5,최하,최하,0.035,9.7,1,4.5,93,1393,7,4,봄
77,2021-04-04,6,최하,최하,0.034,9.5,1,3.6,91,2000,17,4,봄
78,2021-04-04,7,최하,최하,0.031,9.6,0,4.3,86,2000,33,4,봄
79,2021-04-04,8,최하,최하,0.03,10.0,0,3.8,80,2000,67,4,봄
80,2021-04-04,9,최하,최하,0.032,10.7,0,4.5,75,2000,94,4,봄
81,2021-04-04,10,최하,최하,0.032,11.6,0,3.4,67,2000,151,4,봄
82,2021-04-04,11,최하,최하,0.033,12.8,0,3.3,61,2000,210,4,봄
83,2021-04-04,12,최하,최하,0.036,14.7,0,3.6,53,2000,366,4,봄
84,2021-04-04,13,최하,최하,0.036,15.5,0,2.8,51,2000,464,4,봄
85,2021-04-04,14,최하,최하,0.035,15.4,0,1.7,50,2000,601,4,봄
86,2021-04-04,15,최하,최하,0.033,15.4,0,1.9,50,2000,651,4,봄
87,2021-04-04,16,최하,하,0.032,15.0,0,2.3,52,2000,613,4,봄
88,2021-04-04,17,최하,하,0.034,14.8,0,2.4,51,2000,505,4,봄
89,2021-04-04,18,하,하,0.034,14.3,0,2.7,50,2000,427,4,봄
90,2021-04-04,19,중,중,0.029,13.6,0,2.4,51,2000,341,4,봄
91,2021-04-04,20,중,중,0.026,12.3,0,2.5,54,2000,252,4,봄
92,2021-04-04,21,중,중,0.026,11.4,0,3.7,55,2000,219,4,봄
93,2021-04-04,22,중,중,0.025,10.3,0,2.2,60,2000,194,4,봄
94,2021-04-04,23,하,하,0.024,9.6,0,3.1,60,2000,78,4,봄
95,2021-04-05,0,중,중,0.022,9.0,0,2.1,61,2000,69,4,봄
96,2021-04-05,1,하,하,0.02,8.1,0,1.8,67,2000,35,4,봄
97,2021-04-05,2,하,하,0.022,7.4,0,2.6,69,2000,20,4,봄
98,2021-04-05,3,하,하,0.024,6.8,0,2.8,71,2000,12,4,봄
99,2021-04-05,4,하,하,0.025,6.5,0,2.1,72,2000,9,4,봄
100,2021-04-05,5,하,하,0.022,6.1,0,2.3,75,2000,24,4,봄
101,2021-04-05,6,중,하,0.016,5.5,0,2.3,78,2000,77,4,봄
102,2021-04-05,7,하,하,0.015,5.4,0,2.3,78,2000,188,4,봄
103,2021-04-05,8,중,최하,0.02,7.9,0,2.6,66,2000,349,4,봄
104,2021-04-05,9,중,최하,0.029,10.4,0,3.1,51,2000,187,4,봄
105,2021-04-05,10,중,최하,0.03,12.5,0,3.4,34,2000,175,4,봄
106,2021-04-05,11,하,최하,0.033,14.2,0,3.3,28,2000,227,4,봄
107,2021-04-05,12,중,하,0.035,15.4,0,2.2,24,2000,280,4,봄
108,2021-04-05,13,최하,하,0.035,16.6,0,2.3,24,2000,262,4,봄
109,2021-04-05,14,최하,하,0.037,17.9,0,1.7,23,2000,284,4,봄
110,2021-04-05,15,최하,하,0.038,18.4,0,2.4,23,2000,390,4,봄
111,2021-04-05,16,중,중,0.038,19.0,0,1.8,21,2000,423,4,봄
112,2021-04-05,17,중,중,0.037,17.4,0,5.1,37,2000,552,4,봄
113,2021-04-05,18,중,중,0.034,15.9,0,4.2,39,2000,835,4,봄
114,2021-04-05,19,하,하,0.023,14.4,0,2.7,39,2000,479,4,봄
115,2021-04-05,20,중,하,0.019,13.3,0,2.0,41,2000,390,4,봄
116,2021-04-05,21,중,하,0.017,12.3,0,1.6,45,2000,352,4,봄
117,2021-04-05,22,중,하,0.018,11.4,0,1.5,48,2000,258,4,봄
118,2021-04-05,23,중,하,0.017,10.6,0,0.7,50,2000,130,4,봄
119,2021-04-06,0,하,하,0.026,10.8,0,0.4,52,2000,80,4,봄
120,2021-04-06,1,하,하,0.025,10.9,0,2.0,54,2000,43,4,봄
121,2021-04-06,2,중,중,0.021,10.8,0,1.0,55,2000,21,4,봄
122,2021-04-06,3,중,중,0.023,10.3,0,1.4,58,2000,23,4,봄
123,2021-04-06,4,중,중,0.016,10.0,0,1.9,61,2000,11,4,봄
124,2021-04-06,5,중,중,0.008,9.5,0,1.5,64,2000,29,4,봄
125,2021-04-06,6,중,상,0.008,9.4,0,1.6,66,2000,80,4,봄
126,2021-04-06,7,상,상,0.004,9.4,0,0.5,64,2000,207,4,봄
127,2021-04-06,8,최상,최상,0.008,10.5,0,1.2,63,2000,362,4,봄
128,2021-04-06,9,최상,최상,0.01,12.5,0,1.5,57,2000,230,4,봄
129,2021-04-06,10,최상,상,0.026,14.2,0,2.3,49,2000,176,4,봄
130,2021-04-06,11,상,상,0.038,16.1,0,2.2,37,2000,249,4,봄
131,2021-04-06,12,최상,상,0.049,17.0,0,3.1,32,2000,310,4,봄
132,2021-04-06,13,최상,최상,0.053,18.2,0,4.1,29,2000,268,4,봄
133,2021-04-06,14,최상,최상,0.055,18.9,0,3.5,34,2000,261,4,봄
134,2021-04-06,15,상,상,0.059,18.8,0,4.8,33,2000,329,4,봄
135,2021-04-06,16,최상,최상,0.06,18.6,0,4.8,35,2000,356,4,봄
136,2021-04-06,17,최상,최상,0.051,18.2,0,4.5,38,1984,569,4,봄
137,2021-04-06,18,상,최상,0.042,17.4,0,3.2,48,1999,856,4,봄
138,2021-04-06,19,상,최상,0.04,16.0,0,2.5,48,2000,508,4,봄
139,2021-04-06,20,상,최상,0.04,15.1,0,3.8,48,2000,413,4,봄
140,2021-04-06,21,상,최상,0.045,14.2,0,3.2,52,2000,369,4,봄
141,2021-04-06,22,최상,최상,0.042,12.9,0,1.6,56,2000,297,4,봄
142,2021-04-06,23,최상,최상,0.046,12.1,0,2.7,59,1818,112,4,봄
143,2021-04-07,0,최상,최상,0.041,11.4,0,3.0,61,1638,63,4,봄
144,2021-04-07,1,최상,최상,0.042,10.6,0,2.3,64,1432,38,4,봄
145,2021-04-07,2,최상,최상,0.027,10.0,0,2.6,69,1215,36,4,봄
146,2021-04-07,3,최상,최상,0.03,9.4,0,1.6,70,1109,23,4,봄
147,2021-04-07,4,최상,최상,0.022,9.0,0,1.7,71,1046,19,4,봄
148,2021-04-07,5,최상,최상,0.016,8.7,0,2.2,75,748,28,4,봄
149,2021-04-07,6,최상,최상,0.012,8.2,0,1.2,77,694,84,4,봄
150,2021-04-07,7,최상,최상,0.013,8.3,0,1.2,79,729,158,4,봄
151,2021-04-07,8,최상,최상,0.014,10.0,0,2.0,72,1247,342,4,봄
152,2021-04-07,9,최상,최상,0.02,12.6,0,1.2,62,1168,216,4,봄
153,2021-04-07,10,최상,최상,0.022,14.9,0,1.8,57,895,189,4,봄
154,2021-04-07,11,최상,최상,0.032,16.7,0,2.8,46,1141,282,4,봄
155,2021-04-07,12,최상,최상,0.04,18.9,0,2.9,31,1643,346,4,봄
156,2021-04-07,13,상,상,0.047,19.3,0,4.0,27,2000,274,4,봄
157,2021-04-07,14,최상,최상,0.05,20.2,0,4.2,28,2000,303,4,봄
158,2021-04-07,15,상,상,0.049,20.4,0,3.8,32,2000,324,4,봄
159,2021-04-07,16,중,중,0.046,19.7,0,4.3,28,2000,399,4,봄
160,2021-04-07,17,중,하,0.044,18.8,0,4.2,29,2000,574,4,봄
161,2021-04-07,18,중,하,0.039,17.5,0,3.6,27,2000,797,4,봄
162,2021-04-07,19,하,하,0.035,15.8,0,2.7,28,2000,461,4,봄
163,2021-04-07,20,중,상,0.039,14.8,0,2.7,29,2000,352,4,봄
164,2021-04-07,21,상,상,0.036,13.8,0,2.4,40,2000,293,4,봄
165,2021-04-07,22,최상,최상,0.032,13.0,0,2.2,51,2000,266,4,봄
166,2021-04-07,23,최상,최상,0.025,12.5,0,2.6,51,2000,103,4,봄
167,2021-04-08,0,상,상,0.025,12.0,0,2.8,41,2000,71,4,봄
168,2021-04-08,1,상,상,0.028,11.3,0,2.5,38,2000,42,4,봄
169,2021-04-08,2,상,상,0.03,10.6,0,2.3,37,2000,31,4,봄
170,2021-04-08,3,중,상,0.032,10.1,0,2.9,40,2000,20,4,봄
171,2021-04-08,4,상,상,0.033,8.9,0,0.8,41,2000,11,4,봄
172,2021-04-08,5,상,중,0.025,8.1,0,1.1,45,2000,24,4,봄
173,2021-04-08,6,상,상,0.019,7.6,0,1.1,48,2000,72,4,봄
174,2021-04-08,7,상,상,0.018,7.2,0,1.3,49,2000,175,4,봄
175,2021-04-08,8,상,상,0.015,10.1,0,2.2,47,2000,319,4,봄
176,2021-04-08,9,최상,상,0.02,12.6,0,2.4,42,2000,189,4,봄
177,2021-04-08,10,최상,상,0.028,13.9,0,2.4,40,2000,140,4,봄
178,2021-04-08,11,상,상,0.036,16.2,0,1.0,36,2000,233,4,봄
179,2021-04-08,12,중,중,0.044,15.8,0,4.2,30,2000,265,4,봄
180,2021-04-08,13,중,하,0.043,16.5,0,3.6,27,2000,293,4,봄
181,2021-04-08,14,중,하,0.043,17.7,0,3.3,31,2000,262,4,봄
182,2021-04-08,15,중,하,0.041,17.5,0,4.4,28,2000,259,4,봄
183,2021-04-08,16,중,하,0.041,17.8,0,5.0,25,2000,342,4,봄
184,2021-04-08,17,상,하,0.04,17.4,0,5.0,24,2000,492,4,봄
185,2021-04-08,18,상,중,0.036,16.8,0,4.7,23,2000,783,4,봄
186,2021-04-08,19,중,하,0.033,15.1,0,4.5,27,2000,383,4,봄
187,2021-04-08,20,중,하,0.035,13.9,0,3.0,28,2000,276,4,봄
188,2021-04-08,21,중,중,0.037,13.0,0,2.4,28,2000,291,4,봄
189,2021-04-08,22,상,중,0.034,12.0,0,2.8,31,2000,261,4,봄
190,2021-04-08,23,상,상,0.029,11.2,0,3.3,33,2000,108,4,봄
191,2021-04-09,0,상,중,0.032,10.4,0,1.4,33,2000,59,4,봄
192,2021-04-09,1,중,중,0.034,10.1,0,3.5,38,2000,60,4,봄
193,2021-04-09,2,상,상,0.032,9.5,0,1.8,38,2000,33,4,봄
194,2021-04-09,3,상,중,0.031,8.6,0,1.1,41,2000,24,4,봄
195,2021-04-09,4,상,상,0.022,7.8,0,0.8,43,2000,11,4,봄
196,2021-04-09,5,상,상,0.015,7.7,0,2.4,42,2000,17,4,봄
197,2021-04-09,6,상,상,0.019,7.7,0,2.9,44,2000,74,4,봄
198,2021-04-09,7,중,하,0.03,8.8,0,4.6,51,2000,164,4,봄
199,2021-04-09,8,중,하,0.032,10.6,0,4.3,52,2000,332,4,봄
200,2021-04-09,9,중,하,0.036,12.4,0,4.6,49,2000,211,4,봄
201,2021-04-09,10,중,중,0.039,14.2,0,4.2,43,2000,187,4,봄
202,2021-04-09,11,중,하,0.041,15.8,0,2.0,38,2000,251,4,봄
203,2021-04-09,12,중,하,0.045,17.0,0,2.3,34,2000,300,4,봄
204,2021-04-09,13,중,하,0.046,17.2,0,1.4,30,2000,291,4,봄
205,2021-04-09,14,하,중,0.047,18.8,0,1.8,26,2000,354,4,봄
206,2021-04-09,15,중,중,0.049,19.3,0,2.9,27,2000,370,4,봄
207,2021-04-09,16,상,상,0.049,19.5,0,1.0,27,2000,404,4,봄
208,2021-04-09,17,상,상,0.051,18.5,0,2.3,29,2000,585,4,봄
209,2021-04-09,18,상,상,0.039,18.0,0,2.6,28,2000,753,4,봄
210,2021-04-09,19,상,상,0.026,16.2,0,2.8,33,2000,444,4,봄
211,2021-04-09,20,상,중,0.023,15.1,0,2.7,35,2000,318,4,봄
212,2021-04-09,21,상,상,0.031,14.5,0,3.2,39,2000,333,4,봄
213,2021-04-09,22,중,중,0.033,13.5,0,2.4,49,2000,296,4,봄
214,2021-04-09,23,중,하,0.034,12.4,0,2.0,50,2000,123,4,봄
215,2021-04-10,0,중,하,0.034,11.4,0,2.5,52,2000,94,4,봄
216,2021-04-10,1,하,하,0.034,10.4,0,2.5,54,2000,57,4,봄
217,2021-04-10,2,하,중,0.035,9.8,0,2.5,55,2000,45,4,봄
218,2021-04-10,3,하,하,0.035,9.1,0,2.2,57,2000,25,4,봄
219,2021-04-10,4,하,하,0.035,8.7,0,2.4,59,2000,7,4,봄
220,2021-04-10,5,중,중,0.037,8.2,0,2.1,60,2000,20,4,봄
221,2021-04-10,6,중,중,0.029,7.8,0,3.8,63,2000,33,4,봄
222,2021-04-10,7,중,중,0.03,8.0,0,3.4,63,2000,48,4,봄
223,2021-04-10,8,중,하,0.03,9.5,0,2.7,57,2000,100,4,봄
224,2021-04-10,9,중,중,0.03,11.7,0,2.2,52,2000,160,4,봄
225,2021-04-10,10,중,중,0.032,13.5,0,1.6,49,2000,227,4,봄
226,2021-04-10,11,중,중,0.035,15.2,0,1.5,45,2000,289,4,봄
227,2021-04-10,12,상,상,0.043,16.1,0,2.3,41,2000,343,4,봄
228,2021-04-10,13,상,상,0.053,17.5,0,1.3,39,2000,426,4,봄
229,2021-04-10,14,최상,최상,0.06,18.3,0,2.8,38,2000,544,4,봄
230,2021-04-10,15,최상,최상,0.058,18.8,0,3.2,38,2000,662,4,봄
231,2021-04-10,16,최상,최상,0.052,17.7,0,4.3,35,2000,639,4,봄
232,2021-04-10,17,상,상,0.049,17.0,0,4.0,29,2000,548,4,봄
233,2021-04-10,18,상,상,0.04,15.8,0,3.6,31,2000,475,4,봄
234,2021-04-10,19,상,상,0.037,13.8,0,2.6,36,2000,313,4,봄
235,2021-04-10,20,상,상,0.033,12.7,0,2.3,50,2000,281,4,봄
236,2021-04-10,21,상,상,0.027,11.8,0,2.1,55,2000,278,4,봄
237,2021-04-10,22,상,상,0.027,11.2,0,0.9,59,2000,232,4,봄
238,2021-04-10,23,상,중,0.026,10.5,0,1.5,60,2000,124,4,봄
239,2021-04-11,0,상,상,0.02,9.7,0,1.1,63,2000,77,4,봄
240,2021-04-11,1,상,상,0.017,9.5,0,0.7,66,2000,67,4,봄
241,2021-04-11,2,상,상,0.02,8.9,0,0.6,60,2000,40,4,봄
242,2021-04-11,3,상,상,0.024,8.6,0,1.5,60,2000,16,4,봄
243,2021-04-11,4,상,상,0.024,8.4,0,0.7,63,2000,15,4,봄
244,2021-04-11,5,중,상,0.021,8.2,0,1.3,62,2000,16,4,봄
245,2021-04-11,6,상,상,0.007,7.8,0,1.9,66,2000,23,4,봄
246,2021-04-11,7,상,상,0.012,7.6,0,2.1,68,2000,64,4,봄
247,2021-04-11,8,상,상,0.025,9.5,0,2.0,64,2000,86,4,봄
248,2021-04-11,9,상,상,0.027,12.2,0,2.1,50,2000,118,4,봄
249,2021-04-11,10,상,상,0.037,14.8,0,1.7,40,2000,163,4,봄
250,2021-04-11,11,상,상,0.039,17.1,0,1.3,29,2000,271,4,봄
251,2021-04-11,12,최상,최상,0.046,18.8,0,1.8,29,2000,397,4,봄
252,2021-04-11,13,최상,상,0.051,19.9,0,2.0,26,2000,513,4,봄
253,2021-04-11,14,최상,최상,0.055,20.8,0,2.2,27,2000,542,4,봄
254,2021-04-11,15,최상,최상,0.056,21.2,0,1.6,26,2000,584,4,봄
255,2021-04-11,16,최상,최상,0.058,21.5,0,1.7,26,2000,633,4,봄
256,2021-04-11,17,최상,최상,0.055,20.8,0,3.2,29,2000,621,4,봄
257,2021-04-11,18,최상,최상,0.049,19.5,0,3.7,34,2000,503,4,봄
258,2021-04-11,19,최상,최상,0.047,18.1,0,2.7,42,2000,407,4,봄
259,2021-04-11,20,최상,상,0.043,17.1,0,2.8,45,2000,293,4,봄
260,2021-04-11,21,최상,최상,0.029,16.5,0,1.1,45,2000,264,4,봄
261,2021-04-11,22,최상,상,0.03,16.1,0,0.8,46,2000,208,4,봄
262,2021-04-11,23,최상,최상,0.023,15.5,0,0.7,50,2000,105,4,봄
263,2021-04-12,0,최상,최상,0.02,15.0,0,0.2,53,2000,74,4,봄
264,2021-04-12,1,최상,최상,0.017,14.7,0,1.3,52,2000,44,4,봄
265,2021-04-12,2,최상,최상,0.019,14.4,0,0.4,52,2000,31,4,봄
266,2021-04-12,3,최상,최상,0.021,14.2,0,1.0,50,2000,16,4,봄
267,2021-04-12,4,최상,최상,0.006,13.7,0,1.6,53,2000,19,4,봄
268,2021-04-12,5,최상,최상,0.008,13.5,0,2.4,54,2000,29,4,봄
269,2021-04-12,6,최상,최상,0.021,13.5,0,2.0,54,2000,75,4,봄
270,2021-04-12,7,최상,최상,0.02,13.9,0,2.1,55,2000,177,4,봄
271,2021-04-12,8,최상,최상,0.021,14.6,0,1.2,52,1958,289,4,봄
272,2021-04-12,9,최상,최상,0.026,15.5,0,2.6,49,2000,169,4,봄
273,2021-04-12,10,상,최상,0.036,16.1,0,2.0,46,2000,93,4,봄
274,2021-04-12,11,중,중,,16.9,0,2.8,41,2000,117,4,봄
275,2021-04-12,12,중,중,,17.6,0,3.9,39,2000,73,4,봄
276,2021-04-12,13,중,중,0.038,16.6,0,3.8,48,1974,10,4,봄
277,2021-04-12,14,중,상,0.036,14.3,1,4.8,58,1380,6,4,봄
278,2021-04-12,15,중,중,0.034,12.9,1,3.6,79,622,10,4,봄
279,2021-04-12,16,중,중,0.034,12.2,1,3.4,92,259,5,4,봄
280,2021-04-12,17,최하,하,0.031,12.0,1,4.0,94,530,3,4,봄
281,2021-04-12,18,최하,하,0.025,12.0,1,3.8,95,502,8,4,봄
282,2021-04-12,19,최하,중,0.024,12.0,1,2.6,97,243,4,4,봄
283,2021-04-12,20,최하,하,0.023,12.1,1,2.6,98,280,7,4,봄
284,2021-04-12,21,최하,하,0.023,12.2,1,2.5,98,298,4,4,봄
285,2021-04-12,22,최하,최하,0.021,12.4,1,2.6,99,227,4,4,봄
286,2021-04-12,23,최하,최하,0.018,12.5,1,1.8,98,407,2,4,봄
287,2021-04-13,0,최하,하,0.029,12.6,1,0.9,99,134,3,4,봄
288,2021-04-13,1,최하,최하,0.034,12.6,1,4.8,99,253,4,4,봄
289,2021-04-13,2,최하,최하,0.031,11.7,1,3.1,98,239,2,4,봄
290,2021-04-13,3,최하,최하,0.03,11.2,1,3.6,98,343,2,4,봄
291,2021-04-13,4,최하,최하,0.025,10.9,1,2.6,98,231,2,4,봄
292,2021-04-13,5,최하,최하,0.02,10.7,1,3.1,98,970,20,4,봄
293,2021-04-13,6,최하,최하,0.022,11.0,0,2.9,99,634,35,4,봄
294,2021-04-13,7,최하,최하,0.034,11.2,0,2.7,96,2000,125,4,봄
295,2021-04-13,8,최하,최하,0.036,11.1,0,4.3,89,2000,263,4,봄
296,2021-04-13,9,최하,최하,0.039,11.9,0,4.1,80,2000,163,4,봄
297,2021-04-13,10,최하,하,0.037,13.1,0,2.6,78,2000,174,4,봄
298,2021-04-13,11,하,하,0.034,12.5,0,4.6,76,2000,214,4,봄
299,2021-04-13,12,하,하,0.034,12.6,0,4.1,70,2000,284,4,봄
300,2021-04-13,13,최하,하,0.032,12.9,0,5.2,64,2000,208,4,봄
301,2021-04-13,14,하,하,0.033,12.7,0,5.4,53,2000,206,4,봄
302,2021-04-13,15,하,하,0.033,12.4,0,4.3,56,2000,225,4,봄
303,2021-04-13,16,하,하,0.034,11.5,0,3.9,58,2000,289,4,봄
304,2021-04-13,17,하,하,0.033,11.1,0,4.0,59,2000,367,4,봄
305,2021-04-13,18,하,하,0.031,10.2,0,3.5,60,2000,602,4,봄
306,2021-04-13,19,하,하,0.03,9.5,0,3.1,58,2000,323,4,봄
307,2021-04-13,20,하,하,0.03,8.7,0,2.9,59,2000,258,4,봄
308,2021-04-13,21,하,중,0.03,8.0,0,4.1,65,2000,225,4,봄
309,2021-04-13,22,하,중,0.031,7.2,0,3.0,63,2000,208,4,봄
310,2021-04-13,23,하,하,0.031,6.5,0,3.3,61,2000,63,4,봄
311,2021-04-14,0,하,중,0.03,5.7,0,3.0,64,2000,57,4,봄
312,2021-04-14,1,중,중,0.028,5.4,0,3.0,63,2000,28,4,봄
313,2021-04-14,2,중,중,0.028,5.0,0,2.7,68,2000,31,4,봄
314,2021-04-14,3,하,중,0.027,4.6,0,1.8,70,2000,12,4,봄
315,2021-04-14,4,하,중,0.024,3.9,0,1.4,72,2000,6,4,봄
316,2021-04-14,5,하,하,0.014,3.4,0,1.2,74,2000,22,4,봄
317,2021-04-14,6,하,중,0.01,3.4,0,1.7,75,2000,61,4,봄
318,2021-04-14,7,중,중,0.016,3.1,0,0.5,75,2000,163,4,봄
319,2021-04-14,8,중,중,0.022,5.0,0,1.7,67,2000,364,4,봄
320,2021-04-14,9,중,하,0.025,6.8,0,2.4,54,2000,236,4,봄
321,2021-04-14,10,하,하,0.03,8.3,0,2.4,43,2000,171,4,봄
322,2021-04-14,11,하,하,0.031,10.8,0,2.9,40,2000,202,4,봄
323,2021-04-14,12,하,하,0.038,12.6,0,2.8,33,2000,260,4,봄
324,2021-04-14,13,중,하,0.041,12.7,0,6.1,33,2000,250,4,봄
325,2021-04-14,14,중,하,0.043,12.6,0,5.3,35,2000,245,4,봄
326,2021-04-14,15,중,하,0.042,13.0,0,3.8,36,2000,273,4,봄
327,2021-04-14,16,상,중,0.043,12.4,0,4.9,36,2000,336,4,봄
328,2021-04-14,17,중,중,0.041,12.0,0,4.1,41,2000,462,4,봄
329,2021-04-14,18,상,중,0.038,11.1,0,3.7,51,2000,678,4,봄
330,2021-04-14,19,중,상,0.034,9.4,0,4.1,59,2000,359,4,봄
331,2021-04-14,20,상,상,0.035,8.7,0,2.9,65,2000,257,4,봄
332,2021-04-14,21,상,상,0.034,8.4,0,2.9,69,2000,230,4,봄
333,2021-04-14,22,상,상,0.033,8.1,0,2.2,72,2000,225,4,봄
334,2021-04-14,23,중,중,0.034,7.6,0,2.2,79,1889,87,4,봄
